DMS_id,arm,alpha,alpha_eff,eps,rho,rho_base,auc,ap,delta,ctl
5A12_Ang2_fitness_4ZFG,rand0,2.0,1.5726481878413594,0.1539922952651977,0.0960943947000395,0.0953876100011037,0.999727668845316,0.9951571936559682,0.0007067846989358001,random
5A12_Ang2_fitness_4ZFG,rand1,2.0,1.753741054621388,0.1539922952651977,0.0951689091549728,0.0953876100011037,0.9999092229484386,0.9984776443109776,-0.00021870084613090368,random
5A12_Ang2_fitness_4ZFG,rand2,2.0,1.852346318391532,0.1539922952651977,0.0965452269081896,0.0953876100011037,1.0,1.0,0.0011576169070859066,random
5A12_Ang2_fitness_4ZFG,shuffled,2.0,1.5173139481735003,0.1539922952651977,0.0965076268866231,0.0953876100011037,1.0,1.0,0.0011200168855193954,shuffled
5A12_Ang2_fitness_4ZFG,iface,4.0,4.0,0.3079845905303955,0.0972335567576027,0.0953876100011037,1.0,1.0,0.0018459467564990034,iface
5A12_Ang2_fitness_4ZFG,rand0,4.0,3.145296375682719,0.3079845905303955,0.0961719398053157,0.0953876100011037,0.9991376180101672,0.9839110183578574,0.0007843298042120028,random
5A12_Ang2_fitness_4ZFG,rand1,4.0,3.507482109242776,0.3079845905303955,0.0957130715859918,0.0953876100011037,0.999727668845316,0.9953140116581808,0.0003254615848880954,random
5A12_Ang2_fitness_4ZFG,rand2,4.0,3.7046926367830633,0.3079845905303955,0.0978518788354738,0.0953876100011037,0.9996822803195352,0.9950472103927388,0.0024642688343701064,random
5A12_Ang2_fitness_4ZFG,shuffled,4.0,3.0346278963470006,0.3079845905303955,0.0977538525900518,0.0953876100011037,0.9983660130718954,0.9790536321442695,0.002366242588948103,shuffled
5A12_Ang2_fitness_4ZFG,iface,8.0,8.0,0.615969181060791,0.0999821223220561,0.0953876100011037,1.0,1.0,0.004594512320952399,iface
5A12_Ang2_fitness_4ZFG,rand0,8.0,6.290592751365438,0.615969181060791,0.096831328962108,0.0953876100011037,0.9923747276688454,0.8846056402097368,0.0014437189610043005,random
5A12_Ang2_fitness_4ZFG,rand1,8.0,7.014964218485552,0.615969181060791,0.0973788586276933,0.0953876100011037,0.9966866376180102,0.9546431872824098,0.0019912486265896007,random
5A12_Ang2_fitness_4ZFG,rand2,8.0,7.4093852735661265,0.615969181060791,0.099310056992016,0.0953876100011037,0.994553376906318,0.9365966515221336,0.003922446990912307,random
5A12_Ang2_fitness_4ZFG,shuffled,8.0,6.069255792694001,0.615969181060791,0.0991447143854969,0.0953876100011037,0.9648692810457518,0.7278816036114563,0.003757104384393195,shuffled
HLA-A2_TAPBPR_meanscore_5WER,iface,-8.0,-8.0,0.6228881478309631,0.3674973243756834,0.3996212818779884,0.0007625272331154,0.0654414870438165,-0.03212395750230501,iface
HLA-A2_TAPBPR_meanscore_5WER,rand0,-8.0,-7.083558950947338,0.6228880882263184,0.3936663298396714,0.3996212818779884,0.9243736383442268,0.6465142028217328,-0.005954952038316974,random
HLA-A2_TAPBPR_meanscore_5WER,rand1,-8.0,-7.14428038419174,0.6228881478309631,0.3980678610748289,0.3996212818779884,0.9929738562091504,0.956007716147024,-0.001553420803159511,random
HLA-A2_TAPBPR_meanscore_5WER,rand2,-8.0,-7.481408518729156,0.6228881478309631,0.3987527706320578,0.3996212818779884,0.8336328976034858,0.5756157274375988,-0.0008685112459306255,random
HLA-A2_TAPBPR_meanscore_5WER,shuffled,-8.0,-7.667810700066589,0.6228882074356079,0.3913002449606234,0.3996212818779884,0.9872004357298476,0.9129498411768626,-0.008321036917365021,shuffled
HLA-A2_TAPBPR_meanscore_5WER,iface,-4.0,-4.0,0.3114440739154815,0.3878660820172927,0.3996212818779884,0.0007625272331154,0.0654414870438165,-0.011755199860695675,iface
HLA-A2_TAPBPR_meanscore_5WER,rand0,-4.0,-3.541779475473669,0.3114440441131592,0.3995222796810375,0.3996212818779884,0.9811274509803922,0.8875867383710511,-9.900219695091472e-05,random
HLA-A2_TAPBPR_meanscore_5WER,rand1,-4.0,-3.57214019209587,0.3114440739154815,0.4007342383754603,0.3996212818779884,0.9979575163398692,0.986725258006407,0.0011129564974718953,random
HLA-A2_TAPBPR_meanscore_5WER,rand2,-4.0,-3.740704259364578,0.3114440739154815,0.4006762550477345,0.3996212818779884,0.9498366013071896,0.7981343265898826,0.0010549731697461207,random
HLA-A2_TAPBPR_meanscore_5WER,shuffled,-4.0,-3.8339053500332954,0.3114441037178039,0.3960867747906574,0.3996212818779884,0.9970860566448804,0.9804537860769428,-0.003534507087330996,shuffled
HLA-A2_TAPBPR_meanscore_5WER,iface,-2.0,-2.0,0.1557220369577407,0.3943594773079441,0.3996212818779884,0.0007625272331154,0.0654414870438165,-0.005261804570044326,iface
