DMS_id,arm,alpha,alpha_eff,eps,rho,rho_base,auc,ap,delta
PSD95_Tm2F_1BE9,rand1,-0.5,-0.6502250223121585,0.04941430687904358,0.21165395899454897,0.21275070429020101,1.0,1.0,-0.0010967452956520407
PSD95_Tm2F_1BE9,rand2,-0.5,-0.5911134611975183,0.04941430687904358,0.20995733009486592,0.21275070429020101,1.0,1.0,-0.0027933741953350966
PSD95_Tm2F_1BE9,shuffled,-0.5,-0.5662719821020596,0.04941430687904358,0.2129651309460476,0.21275070429020101,1.0,1.0,0.00021442665584658904
PSD95_Tm2F_1BE9,iface,0.5,0.5,0.04941431060433388,0.21220443922925772,0.21275070429020101,1.0,1.0,-0.0005462650609432962
PSD95_Tm2F_1BE9,rand0,0.5,0.5832385170388908,0.04941430687904358,0.21291066093785924,0.21275070429020101,1.0,1.0,0.00015995664765822148
PSD95_Tm2F_1BE9,rand1,0.5,0.6502250223121585,0.04941430687904358,0.21360894093166877,0.21275070429020101,1.0,1.0,0.0008582366414677522
PSD95_Tm2F_1BE9,rand2,0.5,0.5911134611975183,0.04941430687904358,0.21496400296787477,0.21275070429020101,1.0,1.0,0.002213298677673753
PSD95_Tm2F_1BE9,shuffled,0.5,0.5662719821020596,0.04941430687904358,0.2122107340744031,0.21275070429020101,1.0,1.0,-0.000539970215797908
PSD95_Tm2F_1BE9,iface,1.0,1.0,0.09882862120866776,0.21144744427895323,0.21275070429020101,1.0,1.0,-0.001303260011247781
PSD95_Tm2F_1BE9,rand0,1.0,1.1664770340777817,0.09882861375808716,0.21270530473257715,0.21275070429020101,1.0,1.0,-4.539955762386527e-05
PSD95_Tm2F_1BE9,rand1,1.0,1.300450044624317,0.09882861375808716,0.21440859344379334,0.21275070429020101,1.0,1.0,0.001657889153592329
PSD95_Tm2F_1BE9,rand2,1.0,1.1822269223950366,0.09882861375808716,0.21721229454787014,0.21275070429020101,1.0,1.0,0.0044615902576691235
PSD95_Tm2F_1BE9,shuffled,1.0,1.1325439642041193,0.09882861375808716,0.21172595158368018,0.21275070429020101,1.0,1.0,-0.0010247527065208317
PSD95_Tm2F_1BE9,iface,2.0,2.0,0.1976572424173355,0.20919605729016483,0.21275070429020101,1.0,1.0,-0.0035546470000361874
PSD95_Tm2F_1BE9,rand0,2.0,2.3329540681555634,0.19765722751617432,0.2116209459158028,0.21275070429020101,1.0,1.0,-0.0011297583743982154
PSD95_Tm2F_1BE9,rand1,2.0,2.600900089248634,0.19765722751617432,0.2149504729190459,0.21275070429020101,1.0,1.0,0.0021997686288448837
PSD95_Tm2F_1BE9,rand2,2.0,2.364453844790073,0.19765722751617432,0.2206452386893185,0.21275070429020101,1.0,1.0,0.007894534399117498
PSD95_Tm2F_1BE9,shuffled,2.0,2.2650879284082386,0.19765722751617432,0.210230422611666,0.21275070429020101,1.0,1.0,-0.002520281678535019
PSD95_Tm2F_1BE9,iface,4.0,4.0,0.395314484834671,0.1993302608502575,0.21275070429020101,1.0,1.0,-0.013420443439943502
PSD95_Tm2F_1BE9,rand0,4.0,4.665908136311127,0.39531445503234863,0.20377303407282601,0.21275070429020101,0.9932659932659933,0.9732376545184427,-0.008977670217375
PSD95_Tm2F_1BE9,rand1,4.0,5.201800178497268,0.39531445503234863,0.21266333096156748,0.21275070429020101,1.0,1.0,-8.737332863353875e-05
PSD95_Tm2F_1BE9,rand2,4.0,4.728907689580146,0.39531445503234863,0.22253457885985184,0.21275070429020101,1.0,1.0,0.009783874569650824
PSD95_Tm2F_1BE9,shuffled,4.0,4.530175856816477,0.39531445503234863,0.20702554032260476,0.21275070429020101,1.0,1.0,-0.0057251639675962585
PSD95_Tm2F_1BE9,iface,8.0,8.0,0.790628969669342,0.17426439630601545,0.21275070429020101,1.0,1.0,-0.038486307984185564
PSD95_Tm2F_1BE9,rand0,8.0,9.331816272622254,0.7906289100646973,0.19063626445555432,0.21275070429020101,0.9316979316979316,0.8428415782162715,-0.0221144398346467
PSD95_Tm2F_1BE9,rand1,8.0,10.403600356994536,0.7906289100646973,0.1976291394931977,0.21275070429020101,0.9668109668109668,0.8912420523765061,-0.015121564797003328
PSD95_Tm2F_1BE9,rand2,8.0,9.457815379160293,0.7906289100646973,0.20307579083998137,0.21275070429020101,0.9903799903799904,0.9645973970686613,-0.009674913450219647
PSD95_Tm2F_1BE9,shuffled,8.0,9.060351713632954,0.7906289100646973,0.1975472210397808,0.21275070429020101,0.988936988936989,0.9544084081818891,-0.015203483250420202
5A12_Ang2_fitness_4ZFG,iface,-8.0,-8.0,0.615969181060791,0.1076163083625776,0.09538761000110373,0.0,0.02907816106922754,0.012228698361473875
5A12_Ang2_fitness_4ZFG,rand0,-8.0,-6.290592751365438,0.615969181060791,0.09541457991894615,0.09538761000110373,0.9890159767610748,0.8954531886117894,2.6969917842428748e-05
5A12_Ang2_fitness_4ZFG,rand1,-8.0,-7.014964218485552,0.615969181060791,0.09588491472756194,0.09538761000110373,0.9957334785766159,0.9507565034852485,0.000497304726458217
5A12_Ang2_fitness_4ZFG,rand2,-8.0,-7.4093852735661265,0.615969181060791,0.09496761799884094,0.09538761000110373,0.9917392883079158,0.9041626431493656,-0.0004199920022627812
5A12_Ang2_fitness_4ZFG,shuffled,-8.0,-6.069255792694001,0.615969181060791,0.0996471393299506,0.09538761000110373,0.9733115468409586,0.6694492020168515,0.004259529328846878
5A12_Ang2_fitness_4ZFG,iface,-4.0,-4.0,0.3079845905303955,0.10076142302338463,0.09538761000110373,0.0,0.02907816106922754,0.005373813022280904
5A12_Ang2_fitness_4ZFG,rand0,-4.0,-3.145296375682719,0.3079845905303955,0.09513440375853445,0.09538761000110373,0.9993191721132897,0.9904891304347826,-0.00025320624256927604
5A12_Ang2_fitness_4ZFG,rand1,-4.0,-3.507482109242776,0.3079845905303955,0.0958181607326666,0.09538761000110373,0.9995915032679739,0.9938387635756056,0.0004305507315628676
5A12_Ang2_fitness_4ZFG,rand2,-4.0,-3.7046926367830633,0.3079845905303955,0.095292798314656,0.09538761000110373,0.9991830065359477,0.9866011099047216,-9.481168644773219e-05
5A12_Ang2_fitness_4ZFG,shuffled,-4.0,-3.0346278963470006,0.3079845905303955,0.09662185972321868,0.09538761000110373,0.9965504720406682,0.9477900254242304,0.0012342497221149579
5A12_Ang2_fitness_4ZFG,iface,-2.0,-2.0,0.15399229526519775,0.09743050042565549,0.09538761000110373,0.0,0.02907816106922754,0.0020428904245517604
5A12_Ang2_fitness_4ZFG,rand0,-2.0,-1.5726481878413594,0.15399229526519775,0.09487778447681125,0.09538761000110373,1.0,1.0,-0.000509825524292476
5A12_Ang2_fitness_4ZFG,rand1,-2.0,-1.753741054621388,0.15399229526519775,0.09590571428317737,0.09538761000110373,0.9999546114742193,0.9992492492492493,0.0005181042820736476
5A12_Ang2_fitness_4ZFG,rand2,-2.0,-1.8523463183915316,0.15399229526519775,0.09535339915969343,0.09538761000110373,0.9998638344226579,0.997683993517327,-3.42108414102954e-05
5A12_Ang2_fitness_4ZFG,shuffled,-2.0,-1.5173139481735003,0.15399229526519775,0.09507649941184955,0.09538761000110373,0.9994553376906318,0.9911031983400405,-0.00031111058925417656
