DMS_id,lam,step,rho,rho_base,gain,corr_w_after,corr_w_before,ds_rms,final_M
KRAS_RAF1-RBD_norfitness_6VJJ,0.01,3000,0.42938861254718264,0.44129515556233045,-0.011906543015147819,-0.9874924072986795,0.0950670594035094,6.599143981933594,
KRAS_RAF1-RBD_norfitness_6VJJ,0.03,300,0.5685070227338154,0.44129515556233045,0.12721186717148492,-0.8336626109195067,0.0950670594035094,6.476885795593262,
KRAS_RAF1-RBD_norfitness_6VJJ,0.03,1000,0.5013434730332516,0.44129515556233045,0.0600483174709211,-0.9332107864797763,0.0950670594035094,7.563186168670654,
KRAS_RAF1-RBD_norfitness_6VJJ,0.03,2000,0.47590062286955614,0.44129515556233045,0.03460546730722569,-0.9638015910170158,0.0950670594035094,6.299746990203857,
KRAS_RAF1-RBD_norfitness_6VJJ,0.03,3000,0.4598771949168962,0.44129515556233045,0.01858203935456576,-0.9755240433708912,0.0950670594035094,5.663701057434082,
KRAS_RAF1-RBD_norfitness_6VJJ,0.1,300,0.6512170962509187,0.44129515556233045,0.20992194068858827,-0.7036419911783891,0.0950670594035094,4.1414594650268555,
KRAS_RAF1-RBD_norfitness_6VJJ,0.1,1000,0.5751101757024496,0.44129515556233045,0.13381502014011915,-0.8429179577219774,0.0950670594035094,5.603038787841797,
KRAS_RAF1-RBD_norfitness_6VJJ,0.1,2000,0.541580624647071,0.44129515556233045,0.10028546908474056,-0.9023471787141606,0.0950670594035094,5.328948497772217,
KRAS_RAF1-RBD_norfitness_6VJJ,0.1,3000,0.517403908141056,0.44129515556233045,0.07610875257872551,-0.9294748192215968,0.0950670594035094,4.974175453186035,
KRAS_RAF1-RBD_norfitness_6VJJ,0.3,300,0.6662856714553489,0.44129515556233045,0.22499051589301844,-0.4052734978106671,0.0950670594035094,3.001082181930542,
KRAS_RAF1-RBD_norfitness_6VJJ,0.3,1000,0.6618280102246005,0.44129515556233045,0.22053285466227002,-0.6105840035976766,0.0950670594035094,4.395694732666016,
KRAS_RAF1-RBD_norfitness_6VJJ,0.3,2000,0.6383555239549725,0.44129515556233045,0.19706036839264207,-0.7063785137039141,0.0950670594035094,3.6059815883636475,
KRAS_RAF1-RBD_norfitness_6VJJ,0.3,3000,0.6223283005175356,0.44129515556233045,0.18103314495520517,-0.7498123534468504,0.0950670594035094,4.355127334594727,
KRAS_RAF1-RBD_norfitness_6VJJ,1.0,300,0.5516107248443474,0.44129515556233045,0.11031556928201691,-0.0866908797602196,0.0950670594035094,2.6470818519592285,
KRAS_RAF1-RBD_norfitness_6VJJ,1.0,1000,0.5945412376718334,0.44129515556233045,0.15324608210950297,-0.2035810491645229,0.0950670594035094,2.6541976928710938,
